,Date,Content,Retweet-count,Like-count,Reply-count,pos,neu,neg,compound,polarity_category
7565,2019-04-22 12:34:15+00:00,#JoteRahul#RaGa liar and dumb personHave No n and manr,0,0,0,0.0,0.405,0.595,-0.8316,negative
7564,2019-04-22 12:24:48+00:00,#RahulGandhi,0,0,1,0.0,1.0,0.0,0.0,neutral
7563,2019-04-22 12:22:55+00:00,Happiss is when what you think what you say and what you do are in harmony Gandhi gt my life goal #quote #Gandhi #goal #life #lifequotes,0,1,0,0.167,0.833,0.0,0.5859,positive
7562,2019-04-22 12:20:26+00:00,# # #VoteForUDF #UDF #INC #RahulGandhi #RG #RaGa #TiForChange,0,1,0,0.0,1.0,0.0,0.0,neutral
7561,2019-04-22 12:19:58+00:00,#Congress #RahulGandhi #IndiaElections2019 #RahulApologizes Will Rahul ji apologize in dia for the bad words against Modi ji#CwdarCr #BJP,1,0,0,0.067,0.766,0.167,-0.4767,negative
7560,2019-04-22 12:19:06+00:00,Now #Raga is saying lotus brand cr will be decided by Publics court Plea soo tell him and ask him revi his uversity syllabus again,0,1,0,0.0,1.0,0.0,0.0,neutral
7559,2019-04-22 12:16:59+00:00,And day when Rahul Gandhi admits and #RahulApologizes over his remark on our n PM NaNarendra Modi jiOur TION will NOT FORGIVE #RahulGandhi for such lies and defaming our st hardworng leader Modi ji #BharatBoleMoMo#CongAdmitsJotRahulApologizes,0,2,0,0.056,0.813,0.131,-0.4509,negative
7558,2019-04-22 12:14:31+00:00,T w prai RG for Calling My PM #CwdarCr will get answer on May23 Wait and watch #CongAdmitsJot #BharatBoleMoMo #RahulApologizes #RahulJotJumla #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
7557,2019-04-22 12:13:22+00:00,Is our governnt educated enough or dymic enough understand w important is health cr and education for betternt and developnt of people of India#Dhruvrathee #rendraModi #rahulgandhi #congress #BJP #SupreCourt #mistryofhealthandfamilywelfare,0,0,0,0.058,0.942,0.0,0.2023,positive
7556,2019-04-22 12:12:02+00:00,vinci #RahulApologizes#RahulSaysSorry#RahulGandhi,3,10,0,0.0,1.0,0.0,0.0,neutral
7555,2019-04-22 12:09:08+00:00,#RahulGandhi #SoaGandhiCr now its proved beyond doubt that Rahuls is Rahul Vinci and wrongly he has been Gandhi Misleading the tion Very shaful thing Now onwards people would address him with his origil,0,0,0,0.0,0.856,0.144,-0.6369,negative
7554,2019-04-22 12:02:45+00:00,Why p leaders li RahulGandhi and other gives such irresponsible statents which they apologizes later #RahulGandhi is not the only person there are many more#CongAdmitsJot #RahulApologizes #RahulAdmitsRafaleLie,0,1,0,0.082,0.822,0.095,-0.1027,negative
7553,2019-04-22 11:57:35+00:00,Mahatma Gandhi wrote a book My experints with truth Rahul gandhi will write My daily experints with falod #RahulApologizes #RahulGandhi,0,1,0,0.108,0.892,0.0,0.3182,positive
7552,2019-04-22 11:56:51+00:00,Pha 3 Loksabha Election ralaRahul Gandhi Ji in Wad ralait will be big vicry of rala hisry #LetsCongress #UDF #RahulGandhi #PrinGandhi #INC,1,1,0,0.0,1.0,0.0,0.0,neutral
7551,2019-04-22 11:56:23+00:00,#SupreCourt #CwdarCr #RahulGandhi #wsViews 757 Pm,2,4,1,0.0,1.0,0.0,0.0,neutral
7550,2019-04-22 11:54:37+00:00,#RahulGandhi asrts #CwdarCr The #BJP using tricks for deceptionNo regrets No apology #Modi is corrupt Al Amba beficiary,0,6,0,0.0,0.744,0.256,-0.485,negative
7549,2019-04-22 11:53:16+00:00,Dear North rean TV Chanls You are liable for defamation if you attempt misreprentation of facts of #RahulGandhi affidavit There is no regret or apology on #CwdarCr That has been stated umbiguously The SC has been given a twisted rrative by the #BJP,0,5,0,0.107,0.868,0.025,0.5837,positive
7548,2019-04-22 11:53:06+00:00,Completely understand the hatred wards Modi from so people but w can soo promote Rahul as a PM what credibility does he has Do people support Rahul coz they hate Modi or they think he is talented #RahulGandhi,2,2,0,0.218,0.632,0.149,0.56,positive
7547,2019-04-22 11:49:05+00:00,defeat the Modi governnt is save the country#sabsathsabrealvis#RahulGandhi #PrinGandhiVadra,0,1,0,0.242,0.53,0.227,0.0516,positive
7546,2019-04-22 11:47:58+00:00,anwhile Mulam Singh dav reaction on this #RaGa s lie issue Bacha galti jaati #CongAdmitsJot #RaGaBewaof#LokSabhaElections2019 #Cwdar #Rafale,0,0,0,0.0,1.0,0.0,0.0,neutral
7545,2019-04-22 11:46:58+00:00,Big tiol drama of lie by #RahulGandhi turns ri bhul hui,0,2,0,0.0,1.0,0.0,0.0,neutral
7544,2019-04-22 11:45:29+00:00,#RahulGandhi has lost his credibility after he expresd regret over his remarks on the Supre Courts order in the Rafale deal nsitharaman#RahulApologizes,0,0,0,0.0,0.797,0.203,-0.6249,negative
7543,2019-04-22 11:42:50+00:00,15 #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
7542,2019-04-22 11:41:59+00:00,#Rafale #RahulGandhi rable Supre Court #CongAdmitsJot #RahulAdmitsRafaleLie #RahulApologizes #TisOfRahul #RahulJotJumla #BharatBoleMoMo,1,2,0,0.0,1.0,0.0,0.0,neutral
7541,2019-04-22 11:39:46+00:00,If he can lie for #Rafael he can defitely lie about his Dual Citizenship #RahulGandhi is #RahulVinci RahulGandhi Co out clean till u have the chance You are dood any which ways NaNarendra Modi SirPareshRawal DrGPradhan DrRutvij SappyReDevil smritiira,1,16,3,0.113,0.887,0.0,0.5719,positive
7540,2019-04-22 11:39:23+00:00,And day when Rahul Gandhi admits and #RahulApologizes over his remark on our n PM NaNarendra Modi jiOur TION will NOT FORGIVE #RahulGandhi for such lies and defaming our st hardworng leader Modi ji #BharatBoleMoMo#CongAdmitsJot,0,1,0,0.056,0.813,0.131,-0.4509,negative
7539,2019-04-22 11:35:12+00:00,Just hear so speeches of rahul ji modi ji you can yourlf understand w is tang about real issues Ek bar jara un bias y suno sahi fir apy dil y puc #LokSabhaElections2019 #Congress #RahulGandhi,2,13,7,0.0,0.96,0.04,-0.1027,negative
7538,2019-04-22 11:32:42+00:00,#MOAGAIN #2019 #BJP4MP #BJP4India #NaNarendra Modi #PragSinghThakur #IndiaBoleModiDobara#RahulGandhi,1,1,0,0.0,1.0,0.0,0.0,neutral
7537,2019-04-22 11:32:18+00:00,We do defitely ed a strong and nononn Pri Mister li #Mo We cant hand over India in a platter clueless #RahulGandhi,0,0,0,0.12,0.693,0.187,-0.2091,negative
7536,2019-04-22 11:31:10+00:00,#RahulAdmitsRafaleLie #RahulApologizes #RahulSaysSorry #RahulGandhi RahulGandhi if stupidity had a face hahaha,0,0,1,0.232,0.581,0.187,0.1779,positive
7535,2019-04-22 11:30:19+00:00,#RahulGandhi the crowd Believe the #PriMister is a thief the #SupreCourt Dont ta my public speeches riously1 What moral principle does he have2 What thinng does he have on the voters#RahulApologizes #LokSabhaElections2019,0,0,1,0.0,0.901,0.099,-0.5267,negative
7534,2019-04-22 11:29:03+00:00,#RahulGandhi #CwdarCrn,3,14,0,0.0,1.0,0.0,0.0,neutral
7533,2019-04-22 11:28:01+00:00,#MOAGAIN #2019 #BJP4MP #BJP4India #NaNarendra Modi #PragSinghThakur #IndiaBoleModiDobara#RahulGandhi,1,1,0,0.0,1.0,0.0,0.0,neutral
7532,2019-04-22 11:25:14+00:00,The sadded state of #Congress in 100 arsFromThe Sry of My Experints with Truth #MahatmaGandhiThe Sry of My Experints with #Rafael and #Cr Lies #RahulGandhi #RahulApologizes,0,0,0,0.079,0.825,0.096,-0.128,negative
7531,2019-04-22 11:24:52+00:00,#RahulGandhi express regret in Supre Court over his remarks Cwdar Narendra Modi cr on Rafale verdict,1,1,0,0.087,0.761,0.152,-0.296,negative
7530,2019-04-22 11:24:46+00:00,#RahulGandhi #Election2019 #CPMTerror,0,0,0,0.0,1.0,0.0,0.0,neutral
7529,2019-04-22 11:24:16+00:00,In #RafaleDeal #RahulGandhi since months is saying a wrong Statent in Pol rallies nd Press releas abt PM so whr is the question now justify tht evryti for past few mnths u uttering lies Nd saying it was said in The Heat of the mont its a patlogical thing,0,0,0,0.0,0.888,0.112,-0.7096,negative
7528,2019-04-22 11:22:58+00:00,#Pappu#RahulGandhi #RafaleDeal #PMModi,0,0,0,0.0,1.0,0.0,0.0,neutral
7527,2019-04-22 11:21:27+00:00,#RahulGandhi asrts #CwdarCr The #BJP using tricks for deceptionNo regrets No apology #Modi is corrupt Al Amba beficiary,1,2,0,0.0,0.744,0.256,-0.485,negative
7526,2019-04-22 11:20:56+00:00,#SupreCourt #RahulGandhi #rmalaSitharaman #Election2019,0,0,0,0.0,1.0,0.0,0.0,neutral
7525,2019-04-22 11:19:46+00:00,#RahulGandhi Sha RaGa Sha#RahulApologizes#RahulAdmitsRafaleLie #CwdarPuren#RahulGandhi,1,2,0,0.0,1.0,0.0,0.0,neutral
7524,2019-04-22 11:19:03+00:00,#Rahul Gandhis lies on Rafael deals and regretting his remarks against the decision of supre court # is slap his party # BJP4India BJP4Aruchal,0,1,0,0.144,0.671,0.185,-0.296,negative
7523,2019-04-22 11:18:18+00:00,#RahulApologizes #RahulGandhi #RahulSaysSorry #RahulAdmitsRafaleLie #RahulJotJumla #RahulLies #RahulGandhi LIAR,1,1,0,0.0,0.634,0.366,-0.6166,negative
7522,2019-04-22 11:14:28+00:00,#MOAGAIN #2019 #BJP4MP #BJP4India #NaNarendra Modi #PragSinghThakur #IndiaBoleModiDobara#RahulGandhi,1,1,0,0.0,1.0,0.0,0.0,neutral
7521,2019-04-22 11:13:06+00:00,#MOAGAIN #2019 #BJP4MP #BJP4India #NaNarendra Modi #PragSinghThakur #IndiaBoleModiDobara#RahulGandhi,2,1,0,0.0,1.0,0.0,0.0,neutral
7520,2019-04-22 11:12:20+00:00,#MOAGAIN #2019 #BJP4MP #BJP4India #NaNarendra Modi #PragSinghThakur #IndiaBoleModiDobara#RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
7519,2019-04-22 11:10:21+00:00,Dear #RahulGandhi just becau your sur is Gandhi does not an that you will win the #election19 With Zero IQ Zero knowledge about India w can you win the election #Modiji is far better than you #phiraangeModiji #RahulGandhiisBestComadianofIndia,0,0,0,0.278,0.722,0.0,0.9201,positive
7518,2019-04-22 11:10:01+00:00,O more court matter perhaps explain #RahulGandhi the difference between #Regret amp #Apology#SupreCourt #Rafael #RahulSaysSorry,0,0,0,0.08,0.757,0.163,-0.3446,negative
7517,2019-04-22 11:09:05+00:00,1994 BA 1995 MPhil MA #RahulGandhi,1,13,1,0.0,1.0,0.0,0.0,neutral
7516,2019-04-22 11:07:39+00:00,Where are the Leftists Liberals jin l ek airpla p problem gayi thiI say lets boycott eveything posting #RahulGandhi p #CongAdmitsJot #BharatBoleMoMo #RahulApologizes,0,0,0,0.107,0.714,0.179,-0.25,negative
7515,2019-04-22 11:07:14+00:00,Plea follow this pageprofile for #technology #blogger #Science #Martupdates #iamrahuljha #rahul #rahuljha #123RahulJha Mortal mbat 11 DLC characters reportedly lead VG247,0,0,0,0.0,1.0,0.0,0.0,neutral
7514,2019-04-22 11:04:58+00:00,The best way find yourlf is lo yourlf in the rvice of others Mahatma #Gandhi,1,4,0,0.231,0.769,0.0,0.6369,positive
7513,2019-04-22 11:04:51+00:00,That piece of shit lied about this thenHe must have do the sa with Raffeal Deal also Being in a such high position w can ma mocry #RahulGandhi,0,0,0,0.0,0.807,0.193,-0.7351,negative
7512,2019-04-22 11:01:45+00:00,#RahulGandhi #,0,0,0,0.0,1.0,0.0,0.0,neutral
7511,2019-04-22 11:00:18+00:00,RT utrshaand #Cwdar cr jibe #RahulGandhi hasnt apologid but only expresd regret His affidavit doesnt u the word,0,0,0,0.0,0.821,0.179,-0.5719,negative
7510,2019-04-22 11:00:00+00:00,RT utrshaand Cwdar cr jibe #RahulGandhi express regret accepts #SupreCourt ver ud the words ampamp that he said i,0,0,0,0.104,0.769,0.127,-0.128,negative
7509,2019-04-22 10:59:03+00:00,if #Congress will win if i hv doubt #RahulGandhi will beco PM most probley #raghuramrajan or Robert Vedhra,0,0,0,0.17,0.717,0.112,0.3182,positive
7508,2019-04-22 10:58:12+00:00,Cwdar cr h wala JOTHA #RahulApologizes #RahulGandhi #RahulGandhiJhutha,0,0,0,0.0,1.0,0.0,0.0,neutral
7507,2019-04-22 10:57:05+00:00,#RahulGandhi MP,0,0,0,0.0,1.0,0.0,0.0,neutral
7506,2019-04-22 10:46:52+00:00,#ShaOnRahulGandhi #RahulJotJumla #RahulAdmitsRafaleLie #RahulGandhiJotha,0,2,0,0.0,1.0,0.0,0.0,neutral
7505,2019-04-22 10:46:26+00:00,#INC Mafi mang suruaat gai aaj SC likhit Mafi mangi 23 may DESH janta Mafi mang gibhi ap aap puch aap Congressiyo 55 sal janta Desh k di khud li k 5sal Modi k di k Li,0,0,0,0.0,1.0,0.0,0.0,neutral
7504,2019-04-22 10:44:26+00:00,ROTFL #CwdarCr is the p trend Again #BJP in your attempt fally attack #RahulGandhi you have made a fool of yourlf and #Modi Go ahead be our guest,296,815,111,0.123,0.708,0.17,-0.1697,negative
7503,2019-04-22 10:42:39+00:00,#Loksabha2019 #Election2019 #RahulGandhi,1,1,0,0.0,1.0,0.0,0.0,neutral
7502,2019-04-22 10:35:54+00:00,#CongAdmitsJot Its no ordiry jot he has made #SupreCourt party this Lie SC cant ta this witut a rap for laiszfareThr MUST BE a deterrentSupreCourtIND IndSupreCourt #CJI#RahulJotJumla #rahulgandhi,0,0,0,0.087,0.841,0.071,0.128,positive
7501,2019-04-22 10:33:23+00:00,Now tion knows#rahul is Italian Wle congress party is fa and lier partydivspanda is lier#RahulGandhi is lier#RahulGandhiCr #RahulGadha #CongAdmitsJot#RahulApologizes,0,0,0,0.13,0.87,0.0,0.4019,positive
7500,2019-04-22 10:33:23+00:00,#SoaGandhi ji ub #RahulGandhi #rahulvinci n sa asli am bhi bata do,0,0,0,0.0,1.0,0.0,0.0,neutral
7499,2019-04-22 10:32:56+00:00,#RahulGandhi #Congress vbharattis,0,0,0,0.0,1.0,0.0,0.0,neutral
7498,2019-04-22 10:26:35+00:00,#RahulGandhi ji aap k raa Sri Lan hamla bhi k Bhagwa Aantakvadiyo,0,0,0,0.0,1.0,0.0,0.0,neutral
7497,2019-04-22 10:25:54+00:00,#RahulApologizes and #CongAdmitsJot confirms that #RahulGandhi is a confird liar Not expected from the President of oldest Party INCIndia u such utter baless lies for political gains and tarsh the image of a popular PM NaNarendra Modi,0,1,1,0.171,0.691,0.138,0.1335,positive
7496,2019-04-22 10:24:16+00:00,Going by the prent mood hawaa and grapevi w many ats would you be giving #Congress #RahulGandhi #RahulApologizes,47,49,37,0.124,0.876,0.0,0.34,positive
7495,2019-04-22 10:21:19+00:00,After apologising in SC #Rahul continues his Cr jibe on PM #Modi,0,0,0,0.098,0.902,0.0,0.0516,positive
7494,2019-04-22 10:21:16+00:00,RT sumanthraman All t trying spin that RahulGandhi apologid for saying Cwdar cr may note he has only apologized for saying that the SC said that Even in the submission he has reiterated that political charge #RahulGandhi,0,0,0,0.06,0.94,0.0,0.3182,positive
7493,2019-04-22 10:21:13+00:00,#RahulGandhi ShilpiSinghINC,0,2,0,0.0,1.0,0.0,0.0,neutral
7492,2019-04-22 10:21:09+00:00,Plea follow this pageprofile for #technology #blogger #Science #Martupdates #iamrahuljha #rahul #rahuljha #123RahulJha rcedesAMG Is Mang BMW M Look Weak CarBuzz,0,0,0,0.0,0.873,0.127,-0.4404,negative
7491,2019-04-22 10:19:01+00:00,#RahulGandhi #LokSabhaElections2019,0,0,0,0.0,1.0,0.0,0.0,neutral
7490,2019-04-22 10:16:59+00:00,Even before apology in court day were you aware the #RahulGandhi lied malign #Modi #RahulApologizes #RahulSaysSorry #RahulLies #RahulAdmitsRafaleLie,6,4,0,0.061,0.808,0.131,-0.34,negative
7489,2019-04-22 10:16:54+00:00,So according #RahulGandhi #Cwdar cr hi n #CwdarPuren RahulGandhi,0,1,0,0.0,1.0,0.0,0.0,neutral
7488,2019-04-22 10:12:38+00:00,Codian W Ud Play President On TV Has Beco The Real President Of Ukrai This gives high pe #RahulGandhi RahulGandhi,0,0,0,0.112,0.888,0.0,0.34,positive
7487,2019-04-22 10:11:30+00:00,So the biggest embarrassnt for #congress and #RahulGandhi in their biggest election pic for peddling lies twisting supre court statent They shd have tan other agenda not lies fight BJP #CongAdmitsJot #RahulApologizes #rahuljotsach #RahulAdmitsRafaleLie,0,1,0,0.118,0.809,0.073,0.1818,positive
7486,2019-04-22 10:11:25+00:00,Mateo 2468 Lilindol sa ibat ibang da Datapuwat ang lahat ng mga bagay i ay sing pasimula ng hirapan#HulasabibliaAytuyngangtutupad #INC,0,1,0,0.0,1.0,0.0,0.0,neutral
7485,2019-04-22 10:04:35+00:00,#RahulGandhi asrts #CwdarCr The #BJP using tricks for deceptionNo regrets No apology #Modi is corrupt Al Amba beficiary,2,3,0,0.0,0.744,0.256,-0.485,negative
7484,2019-04-22 10:02:55+00:00,#RahulGandhi #moAgain ZeewsHindi,0,3,0,0.0,1.0,0.0,0.0,neutral
7483,2019-04-22 10:00:54+00:00,#Loksabha2019 #Election2019 #RahulGandhi,0,0,0,0.0,1.0,0.0,0.0,neutral
7482,2019-04-22 10:00:21+00:00,RT wIndianXpress #RahulGandhi apologid for his #CwdarCr remark saying he had made the statents in the heat of political ca,0,0,0,0.0,1.0,0.0,0.0,neutral
7481,2019-04-22 10:00:09+00:00,#RahulGandhi Cwdar cr is a political slogan It is clear that no court least of all the Supre Court would adopt endor or upld such a political sloganThis crimil contempt petition is an abu of the courts powers It is political thehindu abaruah64,0,0,0,0.087,0.791,0.122,-0.4019,negative
7480,2019-04-22 10:00:07+00:00,RT JhaSanjay #RahulGandhi asrts #CwdarCr The #BJP using tricks for deceptionNo regrets No apology #Modi is corrupt A,0,0,0,0.0,0.744,0.256,-0.485,negative
7479,2019-04-22 09:59:48+00:00,I want dedicate the songs #RahulGandhi PM And,0,4,1,0.157,0.843,0.0,0.0772,positive
7478,2019-04-22 09:59:06+00:00,INDUSTRIAL SCALE LIAR Rahul Gandhi COWERS before the Supre Court Says He regrets comnts of Cwdar Cr for PM Modi in his reply the SC on contempt petition filed by #BJP Leader Smt MLekhi#RahulGandhi #CongAdmitsJot #RahulApologizes #PappuCor,1,2,0,0.0,0.767,0.233,-0.8842,negative
7477,2019-04-22 09:57:25+00:00,#RahulGandhi #mon,147,300,19,0.0,1.0,0.0,0.0,neutral
7476,2019-04-22 09:56:51+00:00,#RahulGandhi #rendraModi ji Chhattisgarh rba main Congress gundaraj election li p loot raha,1,1,1,0.0,1.0,0.0,0.0,neutral
7475,2019-04-22 09:54:26+00:00,codian codian #UkraiElections #UkraiElections2019 #IndiaElections2019 #rahulgandhi #codian,0,0,0,0.0,1.0,0.0,0.0,neutral
7474,2019-04-22 09:52:44+00:00,Massive Vicry for #rendraModiEND of #RafaleDeal DRAMA#RahulApologizes for his Frequent lies ADMITS in #SupreCourt that he LIED SAYS SORRYHahahahawhat a SHAfeel bad for PIDIS dey will now coup with a w Idea of defending the JHUTTA MASTER#RahulGandhi,0,1,0,0.064,0.724,0.211,-0.7717,negative
7473,2019-04-22 09:45:48+00:00,Whatever good the earlier #UPA govt had do prior 2014 was destrod by the prent #BJP govt says #RahulGandhi while speang in #Athi #AthiDilinRahul and in #RaeBarielly #AbgaNy #LokSabhaElections2019,0,0,0,0.094,0.906,0.0,0.4404,positive
7472,2019-04-22 09:45:35+00:00,#RahulGandhi #CwdarCr,0,1,1,0.0,1.0,0.0,0.0,neutral
7471,2019-04-22 09:45:22+00:00,Why we lerate the liers li him#RahulGandhi,0,1,0,0.0,1.0,0.0,0.0,neutral
7470,2019-04-22 09:44:46+00:00,Massive Vicry for #rendraModiEND of #RafaleDeal DRAMA#RahulApologizes for his Frequent lies ADMITS in #SupreCourt that he LIED SAYS SORRYHahahahawhat a SHAfeel bad for PIDIS dey will now coup with a w Idea of defending the JHUTTA MASTER#RahulGandhi,0,0,0,0.064,0.724,0.211,-0.7717,negative
7469,2019-04-22 09:43:56+00:00,#RahulGandhi #RahulSaysSorry #BharatBoleMoMo,0,0,0,0.0,1.0,0.0,0.0,neutral
7468,2019-04-22 09:43:20+00:00,#Congress has lot its ba in #Telanga and #Andhrapradesh by tying up with #NCBNNow I uderstand Y every o call #Rahul #Pappu,0,0,0,0.0,1.0,0.0,0.0,neutral
7467,2019-04-22 09:41:46+00:00,#RahulGandhi Now you apologizeThat ra #Cdaarcr on #Modi has created a bad impactWitut any proof you bla himIf you go on right direction u will win otherwi notU iled the last pin in Congress coffin#Lokshabhaelection2019#RahulApologizes,0,0,0,0.14,0.775,0.085,0.3182,positive
7466,2019-04-22 09:39:39+00:00,He thinks he can say anything in the heat of political campaign and get away with it Truth has co out amp expod him He has apologi the People of the tion amp not only in the four walls of Apex Court for his irresponsible statents #RahulApologizes #RahulGandhi,1,1,0,0.045,0.898,0.057,-0.1531,negative
7465,2019-04-22 09:35:17+00:00,#RahulGandhi #Cdaarcr #SupreCourt,0,1,0,0.0,1.0,0.0,0.0,neutral
7464,2019-04-22 09:34:45+00:00,I just realid the amount of effort moy ti and infrastructure wasted in airing talng fwding and strategizing for and against #Raga If put good u can easily put 72000 in every account And that Can be called NY DrGPradhan #Indiafirst,0,0,0,0.114,0.817,0.069,0.2732,positive
7463,2019-04-22 09:31:09+00:00,Dear North rean TV Chanls You are liable for defamation if you attempt misreprentation of facts of #RahulGandhi affidavit There is no regret or apology on #CwdarCr That has been stated umbiguously The SC has been given a twisted rrative by the #BJP,184,500,101,0.107,0.868,0.025,0.5837,positive
7462,2019-04-22 09:28:22+00:00,#Gandhi Jotha He agrees in SC,2,2,1,0.265,0.735,0.0,0.2023,positive
7461,2019-04-22 09:27:00+00:00,#RahulGandhi asrts #CwdarCr The #BJP using tricks for deceptionNo regrets No apology #Modi is corrupt Al Amba beficiary,545,1760,226,0.0,0.744,0.256,-0.485,negative
7460,2019-04-22 09:25:36+00:00,Is there correlation between acceptance of lie in court by #RaGa and suddenly nomition declared valid from election commission Witut any explation on Raul Vinci Everything happens within 2 urs republic indiatvws,0,0,1,0.088,0.912,0.0,0.4588,positive
7459,2019-04-22 09:25:36+00:00,Rahul Gandhi admits misquoting Supre Court on Rafale attack against Modi#RahulGandhi #Rafale #Modi #RahulApology #Cwdir,0,1,0,0.12,0.71,0.169,-0.2263,negative
7458,2019-04-22 09:24:15+00:00,Rahul Gandhi COWERS before the Supre Court Says He regrets comnts of Cwdar Cr for PM Modi in his reply the Supre Court on contempt petition filed by BJP Leader Smt ekshi Lekhi #RahulGandhi #CongAdmitsJot #RahulApologize #CongAdmitsJot,0,0,0,0.0,0.847,0.153,-0.743,negative
7457,2019-04-22 09:23:25+00:00,When #RahulGandhi will get #married,0,0,0,0.0,1.0,0.0,0.0,neutral
7456,2019-04-22 09:22:58+00:00,#RahulGandhi says sorry SC for using its has not withdrawn his remark Cwdar Cr hence no rejoicing for #MainBhiCwdar,0,0,0,0.0,0.795,0.205,-0.5223,negative
7455,2019-04-22 09:21:56+00:00,#RahulGandhi #AthiRahulGandhi daikjagranl,0,4,0,0.0,1.0,0.0,0.0,neutral
7454,2019-04-22 09:21:14+00:00,Plea follow this pageprofile for #technology #blogger #Science #Martupdates #iamrahuljha #rahul #rahuljha #123RahulJha Microsoft xt Gen Aconda Xbox Rumored More Advanced Than PlayStation 5 t Hardware,0,0,0,0.084,0.916,0.0,0.3167,positive
7453,2019-04-22 09:21:14+00:00,Plea follow this pageprofile for #technology #blogger #Science #Martupdates #iamrahuljha #rahul #rahuljha #123RahulJha Super Smash Bros Ultimate Fight Is Straight Out of Dragon Ball FighterZ Comicbookcom,0,0,0,0.185,0.732,0.083,0.4939,positive
7452,2019-04-22 09:21:14+00:00,Plea follow this pageprofile for #technology #blogger #Science #Martupdates #iamrahuljha #rahul #rahuljha #123RahulJha Google Fi celebrates 4th birthday with 50 off Pixel 3 and Pixel 3 XL day only 95Google,0,0,0,0.113,0.887,0.0,0.5719,positive
7451,2019-04-22 09:21:13+00:00,Plea follow this pageprofile for #technology #blogger #Science #Martupdates #iamrahuljha #rahul #rahuljha #123RahulJha The UKs latest list of most hacd passwords is as bad as youd think TechCrunch,0,0,0,0.0,0.885,0.115,-0.5423,negative
7450,2019-04-22 09:21:13+00:00,Plea follow this pageprofile for #technology #blogger #Science #Martupdates #iamrahuljha #rahul #rahuljha #123RahulJha Amazon issues even steeper markdowns on Apples 11inch iPad Pro delivering record low prices AppleInsider,0,0,0,0.057,0.872,0.07,-0.1027,negative
7449,2019-04-22 09:16:49+00:00,Anything thats starts will a lie is ver be trusted #RahulGandhi gives no reason for us voteCant imagi a lor sitting on the PM atIs it oo late now say sorrryy#RahulJotJumla #RahulApologizes #LokSabhaElections2019 #BharatBoleMoMo #Modi,1,4,1,0.081,0.862,0.057,0.2263,positive
7448,2019-04-22 09:16:45+00:00,#RahulGandhi,37,27,2,0.0,1.0,0.0,0.0,neutral
7447,2019-04-22 09:15:48+00:00,Breang in Mytion dition complaint against #RahulGandhi filed with tropolitan magistrate at Patiala u Courts nds it District Judge w will nd it special court be heard on April 23 morrow #RahulSaysSorry abhijitmajumder,0,0,0,0.075,0.864,0.061,0.128,positive
7446,2019-04-22 09:14:59+00:00,#RahulGandhi nsitharaman,0,0,0,0.0,1.0,0.0,0.0,neutral
7445,2019-04-22 09:14:38+00:00,#RahulGandhi RahulGandhi #LokSabhaPolls2019,0,0,0,0.0,1.0,0.0,0.0,neutral
7444,2019-04-22 09:13:10+00:00,Mahatma Gandhi wrote a book My experints with truth W will write My daily experints with falod #RahulApologizes #RahulGandhi,0,1,0,0.113,0.887,0.0,0.3182,positive
7443,2019-04-22 09:12:42+00:00,#ralaWithCongress #AbgaNY #Wad #RahulGandhi #loksabhaelections2019 #VoteNyVoteCongress,0,0,0,0.0,1.0,0.0,0.0,neutral
7442,2019-04-22 09:11:30+00:00,#Fun #Rafale #RahulGandhi #CongAdmitsJot,2,3,0,0.524,0.476,0.0,0.5106,positive
7441,2019-04-22 09:10:57+00:00,#Rahulgandhi gandhi apologis supre court for mang wrong comnt on NaNarendra Modi I want say INCIndia is the worst party w can ll their tion for their persol interest,0,0,0,0.183,0.628,0.188,-0.296,negative
7440,2019-04-22 09:07:59+00:00,#INC#BJP#RaGa#cwdar,1,1,0,0.0,1.0,0.0,0.0,neutral
7439,2019-04-22 09:06:15+00:00,Mahatma Gandhi wrote a book My experints with truth W will write My daily experints with falod #RahulApologizes #RahulGandhi,475,1646,43,0.113,0.887,0.0,0.3182,positive
7438,2019-04-22 09:06:14+00:00,#Breangws #RahulGandhi #Election2019 #rmalaSitharaman,0,0,0,0.0,1.0,0.0,0.0,neutral
7437,2019-04-22 09:03:18+00:00,Why Delhi is the dirtiest Country Capital in the world Everywhere just garbage and garbage Is AAM AADMI PARTY AAP RESPONSIBLE#rendraModi #arvindjriwal #RahulGandhi #PrinGandhi #ManojTiwari #BJP #Delhi #aajtak #NDTV #ddws #AmitShah #MushAmba #CNN,0,1,0,0.091,0.819,0.09,0.0085,neutral
7436,2019-04-22 09:03:11+00:00,##RahulGandhi#Maffima#CongAdmitsJhuth,0,0,0,0.0,1.0,0.0,0.0,neutral
7435,2019-04-22 09:03:08+00:00,#RahulGandhi #AsliCr #rendraModi #Pure #BJP,1,1,0,0.0,1.0,0.0,0.0,neutral
7434,2019-04-22 09:02:10+00:00,#Breangws #RahulGandhi #RafaleDeal #PMModi,0,0,0,0.0,1.0,0.0,0.0,neutral
